particle_id,run_id,seed,iteration,particle_index,log_weight,family_id,subtype_id,reasoning
4e15fdd1-f75a-43aa-8dda-ca6f4bc26721,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,13,-290.8132629394531,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf (slope 9 mV). The time constant tau_w uses: num / (3.3 * (Exp((x-V_half_M)/40) + Exp(-(x-V_half_M)/20))), a bell-shaped voltage-dependent formula (Wang 1998 style). This is voltage_dependent tau -> I_M_voltage_dep_tau."
3b487a62-026f-46bb-984d-f6d58aefde28,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,14,-275.6747436523437,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf (slope 10 mV). The time constant tau_w uses: tau_max_M / (3.3 * (Exp(dv/40) + Exp(-dv/20))), a bell-shaped voltage-dependent formula. This is voltage_dependent tau -> I_M_voltage_dep_tau."
0d6ad3bd-6a65-4faa-9524-114bed799fbe,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,15,-292.5314636230469,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf (slope 10 mV). The time constant tau_w uses: tau_M_scale / (3.3 * (Exp(dv/40) + Exp(-dv/20)) + 1e-7), a bell-shaped voltage-dependent formula (Wang 1998 style). This is voltage_dependent tau -> I_M_voltage_dep_tau."
94300b1c-dd19-4608-9163-8eabef393595,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,16,-272.05419921875,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann w_inf. The time constant tau_w is taken directly from params[:,9] (negated to be positive) as a fixed scalar per batch — no voltage dependence in tau. This matches tau_type=fixed_scalar -> I_M_fixed_tau."
254308a9-70cd-4645-9314-48f514c5f0ee,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,17,-290.61395263671875,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann w_inf. The time constant tau_M is taken directly from params[:,9] as a positive scalar with no voltage dependence (used as `Exp(-tstep / (tau_M + 1e-6))`). This is a fixed scalar tau -> I_M_fixed_tau."
3098691e-153d-4b8b-b8db-3af74b656aa5,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,18,-283.1432189941406,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf. The time constant is computed by tau_w_fn(x) = 1/(0.02*(exp(dv/40)+exp(-dv/20))) + 5, which is a bell-shaped voltage-dependent function of V (dv = V - v_half_M). This matches tau_type=voltage_dependent -> I_M_voltage_dep_tau."
d20c8b00-738f-4d39-8b8e-579be3656599,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,19,-273.231689453125,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf. The time constant is computed by tau_w_fn(x) = tau_w_max / (3.3*(exp(dv/40)+exp(-dv/20))), a bell-shaped voltage-dependent function (Wang 1998 form). tau_w_max is a learned scalar scale but the tau itself varies with V. This matches tau_type=voltage_dependent -> I_M_voltage_dep_tau."
1cf17228-1683-41a3-8b5f-dbc8338d79a8,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,20,-285.341552734375,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann w_inf. The time constant tau_w_M is computed as torch.clamp(-params[:,9], min=5.0, max=500.0), a fixed scalar per batch with no voltage dependence. Used directly as `Exp(-tstep / tau_w_M)`. This matches tau_type=fixed_scalar -> I_M_fixed_tau."
bd89d88c-1050-419a-8dde-983e63b8356c,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,2,21,-278.4922790527344,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_KM is extracted directly from params[:,9]/10.0 — a fixed scalar per batch element, clamped to [1,500] ms. No voltage-dependent bell-shaped tau formula is present. This matches I_M_fixed_tau (tau_type=fixed_scalar)."
f8714207-8ae4-4a0a-91b3-788d9c6b2b7a,a95d9575-b62a-4015-a7db-21dbbab2792a,1,0,0,-259.48785400390625,base_only,base_only,"The editable sections are all left as TODO placeholders with no actual additional channel code inserted. The simulation loop only contains the three base HH channels (Na+, K+, leak). No extra state variables, no extra conductance terms, no extra kinetics. This is base HH only."
ca66034d-2bd1-4e37-bb3a-ceb9595c779b,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,22,-291.0833435058594,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_M is taken directly from params[:,9] (positive scalar, no negation), clamped with min=1e-3. No voltage-dependent formula (no cosh, no alpha/beta for the M-gate). This is a fixed scalar tau -> I_M_fixed_tau."
5922fd12-e95d-4ff2-a0ad-efa180a9a5b0,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,23,-273.6546325683594,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_w_val is extracted directly from params[:,9] as a positive scalar, clamped at min=0.1 ms. No voltage-dependent bell-shaped tau. This is a fixed scalar tau -> I_M_fixed_tau."
74009ad0-2d6a-45a2-80a6-6caca96f5f09,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,24,-304.58892822265625,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_M is derived from -params[:,9] (negated to make positive), clamped at min=1.0 ms. No voltage-dependent formula for tau. This is a fixed scalar tau -> I_M_fixed_tau."
3b15a1cf-906d-4302-a2ad-fb3515b16f44,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,25,-279.722900390625,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_w_const is taken directly from params[:,9] as a fixed scalar (no voltage dependence). The update is: w[:,i] = w_inf_v + (w[:,i-1] - w_inf_v) * Exp(-tstep / tau_w_const). This is a fixed scalar tau -> I_M_fixed_tau."
cdc49aca-c6b4-4227-b230-055594402f0c,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,26,-271.54168701171875,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant is computed via tau_w_fn(x) = tau_scale / (Exp(dv/40) + Exp(-dv/20) + 1e-6) + 1.0, which is a bell-shaped voltage-dependent function of V. This is a voltage-dependent tau -> I_M_voltage_dep_tau."
7f815c9b-3cc2-411e-8e1a-323613a1421a,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,27,-291.4827880859375,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_KM is precomputed as torch.clamp(-params[:,9]/10.0, min=10.0, max=200.0) — a fixed scalar per batch element with no voltage dependence. The update uses this constant tau_KM. This is a fixed scalar tau -> I_M_fixed_tau."
d6b1a968-8014-4402-842e-d5ccb1a963b5,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,28,-264.8217163085937,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant is computed via tau_w(x) = tau_M_max / (Exp(dv) + Exp(-dv) + 1e-7) where dv = (x - V_half_M)/20, which is a bell-shaped (cosh-like) voltage-dependent function. This is a voltage-dependent tau -> I_M_voltage_dep_tau."
2b5230f0-3d1b-4edb-9138-9a1651476d3b,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,29,-290.021240234375,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_w is precomputed as torch.clamp(params[:,9]/10.0, min=1.0, max=500.0) — a fixed scalar per batch element with no voltage dependence. The update uses this constant tau_w. This is a fixed scalar tau -> I_M_fixed_tau."
4d210c46-3930-44ac-ba91-edd33cd49854,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,30,-280.4175720214844,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf. The tau_w function uses a cosh formulation: tau_M_scale / (3.3 * 2.0 * cosh((x - V_half_M) / 60.0) + 1e-3), which is a symmetric bell-shaped voltage-dependent time constant. This is voltage_dependent tau -> I_M_voltage_dep_tau."
c8452418-1ce8-4051-a18a-d5604da58bf7,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,31,-297.986328125,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf. The tau_w_fn uses an asymmetric exponential sum: 1.0 / (3.3e-3 * (Exp((x - V_half) / 40.0) + Exp(-(x - V_half) / 20.0))), which is a voltage-dependent (bell-shaped) time constant. This is voltage_dependent tau -> I_M_voltage_dep_tau."
944ec9c9-e34a-4348-b890-6c0c06109b66,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,32,-434.0611572265625,I_M_plus_I_NaP,I_M_plus_I_NaP_voltage_dep_tau,"Two additional channels: (1) M-current with single gate w, bell-shaped voltage-dependent tau via tau_max_M / (3.3 * (Exp(dv/40) + Exp(-dv/20)) + 1e-6); (2) Persistent Na+ current (I_NaP) with instantaneous Boltzmann activation p_inf (no ODE state variable). This matches I_M_plus_I_NaP with voltage-dependent tau for I_M -> I_M_plus_I_NaP_voltage_dep_tau."
509b169f-0720-4bcc-88fe-73a2e3aee642,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,33,-319.3583374023437,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf (tunable slope k_M). The tau_w uses a Lorentzian form: (tau_M_scale + 1e-3) / (1 + ((x - V_half_M)/40)^2), which varies with voltage (voltage-dependent, not a fixed scalar). This is voltage_dependent tau -> I_M_voltage_dep_tau."
117c4bf9-fd00-44fa-87d9-e000097c0dcd,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,34,-287.4813537597656,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf. The tau_w_fn uses a symmetric cosh/exponential sum: tau_w_const / (3.3 * (Exp(dv/40) + Exp(-dv/40))), which is a bell-shaped voltage-dependent time constant (even though tau_w_const is a fixed scalar, the overall tau varies with V). This is voltage_dependent tau -> I_M_voltage_dep_tau."
5e679d2a-0f68-49be-99ef-6ba13a390612,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,3,35,-325.0833435058594,I_M_plus_I_NaP,I_M_plus_I_NaP_fixed_tau,"Two additional channels: (1) M-type K+ current with gate w, tau_KM is a fixed scalar computed as `torch.clamp(params[:,7]*2.0, min=1.0, max=240.0)` — voltage-independent, fixed_scalar tau; (2) Persistent Na+ current (I_NaP) with instantaneous Boltzmann activation m_inf_P, no ODE state variable. This matches I_M_plus_I_NaP with fixed_scalar tau for I_M."
33b43d1c-f76c-4608-8436-07a79a1bdcd6,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,1,-340.949462890625,I_M,I_M_voltage_dep_tau,"Single additional channel: M-type K+ current with gate p. Kinetics use alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1), giving tau_p = 1/(alpha_p+beta_p) = 1/(6.6e-3*cosh(0.05*v1)) — a bell-shaped, voltage-dependent time constant. This is the voltage_dependent tau form (Wang 1998 / cosh-like denominator). No second channel added."
23b84f5a-3b8d-4ccc-b419-11ba94c05ff4,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,2,-285.37255859375,I_M,I_M_voltage_dep_tau,"Single additional channel: M-type K+ current with gate p. Uses alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1), yielding tau_p = 1/(6.6e-3*cosh(0.05*(V-V_half_p))) — voltage-dependent bell-shaped time constant. No second channel. Matches I_M_voltage_dep_tau."
e8850afa-cf7d-41f1-af81-1c9c69632aa3,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,3,-347.8487243652344,I_M,I_M_voltage_dep_tau,"Single additional channel: M-type K+ current with gate p. Uses alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1), giving a voltage-dependent (cosh/bell-shaped) tau_p. No second channel added. Matches I_M_voltage_dep_tau."
9e0992de-b39c-4880-be87-dfedf5bd6bea,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,4,-358.1153564453125,I_M,I_M_voltage_dep_tau,"Single additional channel: M-type K+ current with gate p. Uses alpha_p = 3.3e-3*exp(0.04*v1) and beta_p = 3.3e-3*exp(-0.04*v1), giving tau_p = 1/(6.6e-3*cosh(0.04*v1)) — a voltage-dependent bell-shaped time constant. No second channel. Matches I_M_voltage_dep_tau."
feec7ab7-7826-481d-9b03-7fbcb26e280d,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,5,-262.67999267578125,I_M,I_M_voltage_dep_tau,"Single M-gate p with Boltzmann p_inf and a bell-shaped tau_p computed as Km_tau / (exp(0.05*v1) + exp(-0.05*v1)), which is a cosh-form voltage-dependent time constant. This matches the Wang 1998 formulation. No second channel present. -> I_M_voltage_dep_tau."
a9b6b8d9-2141-434a-9ba7-67078c7cf78b,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,6,-389.646240234375,I_M,I_M_fixed_tau,"Single M-gate p with Boltzmann p_inf (sigmoid) and a fixed scalar time constant tau_p_km drawn directly from params[:, 9] (negated). The tau does not vary with voltage — it is a constant parameter used directly in the exponential Euler update. No second channel present. -> I_M_fixed_tau."
27d92a0e-ae1a-467e-bc0f-8a6ea0dba86e,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,7,-288.80712890625,I_M,I_M_voltage_dep_tau,Single M-gate p using symmetric alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1). The resulting tau_p = 1/(alpha_p + beta_p) = 1/(6.6e-3*cosh(0.05*v1)) is a bell-shaped voltage-dependent time constant. No second channel present. -> I_M_voltage_dep_tau.
d79100da-ac6d-4632-8d32-a618a795f66a,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,8,-272.3056640625,I_M,I_M_voltage_dep_tau,"Single M-gate p using symmetric alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1), giving a bell-shaped voltage-dependent tau_p via cosh. No second channel present. -> I_M_voltage_dep_tau."
4957be0b-dea8-45c4-b61a-42f2b75829f1,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,9,-343.6334533691406,I_M,I_M_voltage_dep_tau,"Single M-gate p using symmetric alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1), giving tau_p = 1/(6.6e-3*cosh(0.05*v1)), a bell-shaped voltage-dependent time constant. No second channel present. -> I_M_voltage_dep_tau."
3bd178e3-1ca6-4c2e-85b6-29b701472ffc,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,10,-277.703125,I_M,I_M_voltage_dep_tau,"Single M-type K+ gate p with Boltzmann steady-state p_inf. The time constant tau_p_func uses a bell-shaped voltage-dependent formula: tau = (-tau_Km_max) / (6*(exp(0.04*v1) + exp(-0.04*v1))), which is a cosh-like denominator centered at V_half_Km. This is a voltage-dependent (bell-shaped) tau, matching I_M_voltage_dep_tau."
7c8f9e42-c538-4161-b872-6525ee7c043e,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,11,-328.4025573730469,I_M,I_M_voltage_dep_tau,"Single M-type K+ gate p with symmetric exponential alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1). The time constant tau_p = 1/(alpha_p + beta_p) is voltage-dependent (bell-shaped, peaked at half-activation). This matches the I_M_voltage_dep_tau subtype with alpha/beta exponential rate functions."
0b8fdc6c-8101-4e8e-9df0-3d00e72fca0c,a95d9575-b62a-4015-a7db-21dbbab2792a,1,1,12,-259.2347412109375,I_M,I_M_voltage_dep_tau,Single M-type K+ gate p with symmetric exponential rates alpha_p = 3.3e-3*exp(0.05*v1) and beta_p = 3.3e-3*exp(-0.05*v1). The resulting tau_p = 1/(alpha_p + beta_p) is voltage-dependent (bell-shaped). This matches I_M_voltage_dep_tau.
72fe3ff8-cbd3-411f-b26f-72bcce3647f4,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,36,-267.3978271484375,I_M,I_M_fixed_tau,"Single M-type K+ gate w with Boltzmann steady-state w_inf (slope k_M=10 mV). The time constant tau_w_M is taken directly from params[:,9] as a fixed scalar (tau_w_safe = clamp(tau_w_M, min=1e-3)), with no voltage dependence. This is a fixed scalar tau, matching I_M_fixed_tau."
ae60cb5a-c8ee-4040-a216-161f9784fef2,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,37,-273.17938232421875,I_M,I_M_fixed_tau,"Single M-type K+ gate w with Boltzmann steady-state w_inf (slope k_M=10 mV). The time constant tau_w_base is precomputed as clamp(tau_w_raw/10, min=20, max=200) from params[:,9], a fixed scalar with no voltage dependence. This matches I_M_fixed_tau."
3b689bfb-e0db-42f8-877c-d16bc6413346,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,38,-269.9468688964844,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_w is drawn directly from params[:,9] (negated to be positive) and used as a fixed scalar — no voltage dependence in tau. The update is: w[:,i] = w_ss + (w[:,i-1] - w_ss) * Exp(-tstep / tau_w) where tau_w is a constant (batch_size,) tensor. This matches tau_type=fixed_scalar -> I_M_fixed_tau."
00a5b21e-7893-423e-914e-5bd500106d20,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,39,-299.8241882324219,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_w_M = params[:,9].float() / 20.0 is a fixed scalar (voltage-independent), clamped with torch.clamp(tau_w_M, min=1e-3). No bell-shaped or voltage-dependent tau function is present. This matches tau_type=fixed_scalar -> I_M_fixed_tau."
fd9f3d56-3c8c-4fd0-b2b8-abbaa784fee2,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,40,-293.10333251953125,I_M,I_M_fixed_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant tau_w_KM = params[:,9].float() is used directly as a fixed scalar with no voltage dependence. The update uses this constant tau. This matches tau_type=fixed_scalar -> I_M_fixed_tau."
dbb87beb-739b-4d2e-9b51-1c1dd5d55575,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,41,-386.8568115234375,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant is computed via tau_w_fn(x) = tau_max_M / (3.3*(Exp(dv/40) + Exp(-dv/20)) + 1e-7), which is a bell-shaped voltage-dependent function of V (Wang-Buzsaki style). This matches tau_type=voltage_dependent -> I_M_voltage_dep_tau."
ff246564-9594-4bb2-8ea2-2d6d5a309982,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,42,-284.93560791015625,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann steady-state w_inf. The time constant is computed via tau_w_fn(x) = tau_scale / (3.3*(Exp((x-V_half_M)/40) + Exp(-(x-V_half_M)/20))), a bell-shaped voltage-dependent function (Mainen & Sejnowski style). This matches tau_type=voltage_dependent -> I_M_voltage_dep_tau."
d03cdc8e-48e2-4459-9657-d21b51f3e347,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,43,-292.85919189453125,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann steady-state w_inf and a bell-shaped voltage-dependent time constant tau_w_fn computed as tau_max / (Exp(dv/40) + Exp(-dv/20)), centered at param_i. This is a voltage-dependent (bell-shaped) tau -> I_M_voltage_dep_tau."
a9bb86a5-2a5a-4186-9164-801c61859503,357f9623-981c-4653-b08b-ba8f0d8d5e25,0,4,44,-301.791015625,I_M,I_M_voltage_dep_tau,"Single M-current gate w with Boltzmann w_inf and tau_w_fn = 1 / (3.3e-2 * (Exp((x-V_half_M)/40) + Exp(-(x-V_half_M)/20))), a bell-shaped voltage-dependent time constant. No inactivation gate, no second channel. -> I_M_voltage_dep_tau."
a9e73035-56ab-46d4-9c87-68c66930faeb,1d576d13-a6e5-4375-9d90-0385f5689b86,2,0,0,-263.65875244140625,base_only,base_only,"The editable sections are all empty placeholders with TODO comments. No additional state variables, no additional kinetics, no additional current terms are actually added. The simulation loop only updates V, n, m, h with standard HH currents. -> base_only."
3bb1199e-d581-447f-bdd4-292d428e92b2,a95d9575-b62a-4015-a7db-21dbbab2792a,1,2,13,-375.8137817382813,I_M,I_M_voltage_dep_tau,"Single M-current gate p with alpha_p = 3.3e-3*Exp(0.05*v1) and beta_p = 3.3e-3*Exp(-0.05*v1). The resulting tau_p = 1/(alpha_p+beta_p) = 1/(6.6e-3*cosh(0.05*v1)) is a bell-shaped voltage-dependent time constant. No inactivation, no second channel. -> I_M_voltage_dep_tau."
fe4acd49-0d91-4e6f-9e62-b1e7b307b18a,a95d9575-b62a-4015-a7db-21dbbab2792a,1,2,14,-337.26239013671875,I_M,I_M_voltage_dep_tau,"Single M-current gate p with Boltzmann p_inf and tau_p = tau_max / (Exp(-arg) + Exp(arg)) = tau_max / (2*cosh(arg)), a bell-shaped voltage-dependent time constant centered at v_half = Vt + param_i. No inactivation gate, no second channel. -> I_M_voltage_dep_tau."
bdeac0dd-840b-4179-a7ab-8fef39d6f8c7,a95d9575-b62a-4015-a7db-21dbbab2792a,1,2,15,-263.9501342773437,I_M,I_M_voltage_dep_tau,Single M-current gate p with alpha_p = 3.3e-3 * Exp(0.05 * v1) and beta_p = 3.3e-3 * Exp(-0.05 * v1). tau_p = 1/(alpha_p + beta_p) is a bell-shaped (cosh-like) function of voltage — voltage-dependent tau. No inactivation gate. No second additional channel. -> I_M_voltage_dep_tau.
3ea9744e-f8db-4195-a257-49180c64df57,a95d9575-b62a-4015-a7db-21dbbab2792a,1,2,16,-264.2216491699219,I_M,I_M_voltage_dep_tau,Single M-current gate p with symmetric alpha/beta: A_M * Exp(k_M * v1) and A_M * Exp(-k_M * v1). tau_p = 1/(alpha_p + beta_p) is bell-shaped/voltage-dependent (cosh form). No inactivation. No second additional channel. -> I_M_voltage_dep_tau.
